goal_index,point_index,time_from_start,positions,velocities,accelerations,success
3,18,2.857237658,"[-3.0745158674109643, -0.2947300082174876, -0.6850785080877109, 1.834648913822008, 0.6709255110669308, 0.39574330748625075]","[-0.509243249550044, 0.17926938128939152, 0.39767890328790634, -1.2181196274362889, -0.5985636562502579, -0.5977559857062547]","[-0.2829174062348028, 0.09959568127122308, 0.22093623024336995, -0.6767438660844329, -0.33254064190798605, -0.33209192892930434]",True
3,19,2.927444116,"[-3.11097942970434, -0.28189370600294394, -0.6566033354160802, 1.7474273729276466, 0.6280663014740365, 0.35294192987290607]","[-0.529920567547203, 0.18654843703995977, 0.41382626145379675, -1.267580168969908, -0.6228677409342791, -0.6220272757274312]","[-0.3063590104800064, 0.10784785131610423, 0.23924227843526738, -0.7328166333821748, -0.3600938639839855, -0.3596079721260473]",True
3,20,2.994911141,"[-3.147442991997715, -0.2690574037884004, -0.6281281627444495, 1.6602058320332855, 0.5852070918811423, 0.3101405522595615]","[-0.5542495175190849, 0.1951129802376031, 0.43282525682882234, -1.3257754842771803, -0.651463947679811, -0.6505848962447185]","[-0.4187943302715691, 0.1474285629541402, 0.3270454151580141, -1.0017640764278444, -0.4922501491489806, -0.4915859325003463]",True
3,21,3.059103701,"[-3.1839065542910907, -0.25622110157385675, -0.5996529900728188, 1.5729842911389242, 0.5423478822882479, 0.2673391746462168]","[-0.5766400899667161, 0.20299515456774703, 0.45031053189693593, -1.3793341633408565, -0.677781788754057, -0.6768672253983945]","[-0.2721324646459103, 0.09579904811497214, 0.2125140395776105, -0.6509460787962029, -0.31986403976271516, -0.31943243192904813]",True
3,22,3.121408367,"[-3.2203701165844656, -0.24338479935931312, -0.5711778174011881, 1.4857627502445632, 0.4994886726953537, 0.22453779703287213]","[-0.5941128613327978, 0.2091461107463043, 0.4639553913239459, -1.4211293678242476, -0.6983192547350937, -0.6973769791951903]","[-0.2888740948547774, 0.10169261998242377, 0.2255879352972496, -0.6909923795969004, -0.33954212366077213, -0.33908396324808954]",True
3,23,3.181880663,"[-3.2568336788778414, -0.2305484971447695, -0.5427026447295573, 1.3985412093502019, 0.45662946310245933, 0.18173641941952756]","[-0.6121150751440465, 0.21548344704802785, 0.4780137036364518, -1.4641910087986902, -0.7194790264728218, -0.7185081990417838]","[-0.3066456726746432, 0.10794876527876003, 0.2394661390504458, -0.7335023348538252, -0.36043080624375634, -0.359944459733612]",True
3,24,3.240574476,"[-3.2932972411712167, -0.2177121949302259, -0.5142274720579267, 1.3113196684558408, 0.4137702535095651, 0.13893504180618288]","[-0.6274940857686069, 0.22089733465860412, 0.4900235006916579, -1.5009778974003265, -0.737555489611183, -0.7365602707446417]","[-0.2148673191090958, 0.0756399449379781, 0.167794467361623, -0.5139667515135509, -0.2525546843248044, -0.2522139002207768]",True
3,25,3.29811179,"[-3.329760803464592, -0.20487589271568227, -0.48575229938629594, 1.2240981275614795, 0.37091104391667074, 0.0961336641928382]","[-0.6401067168925558, 0.22533737108524207, 0.4998729730555612, -1.531147553138073, -0.7523803549523678, -0.7513651321866079]","[-0.22359179388292447, 0.07871123001863967, 0.17460759559225617, -0.5348358626316588, -0.26280941725266715, -0.26245479594750515]",True
3,26,3.354515392,"[-3.3662243657579674, -0.19203959050113867, -0.45727712671466525, 1.1368765866671184, 0.3280518343237765, 0.053332286579493626]","[-0.652972861902097, 0.22986665224405545, 0.5099204198139776, -1.5619236189561483, -0.7675032000869104, -0.7664675713435587]","[-0.23267051731764152, 0.08190722158942883, 0.1816973641497761, -0.5565523433463255, -0.273480533458894, -0.2731115131067098]",True
3,27,3.40980762,"[-3.4026879280513427, -0.17920328828659507, -0.42880195404303456, 1.0496550457727574, 0.28519262473088225, 0.010530908966149055]","[-0.6660976164263293, 0.234486971954161, 0.5201698202522387, -1.5933182836971669, -0.7829300144086573, -0.7818735695275643]","[-0.24211787332951096, 0.08523298323391791, 0.18907500574068697, -0.5791506002610813, -0.28458493977426386, -0.2842009357160117]",True
3,28,3.464010372,"[-3.439151490344718, -0.16636698607205147, -0.4003267813714039, 0.9624335048783963, 0.242333415137988, -0.032270468647195516]","[-0.6794861785164968, 0.23920016009043985, 0.5306252336393085, -1.6253439811994803, -0.7986669076982704, -0.7975892282750685]","[-0.2519488298792982, 0.08869378413748559, 0.19675220916452207, -0.6026664370255981, -0.29614022951467195, -0.29574063335183975]",True
3,29,3.517145116,"[-3.4756150526380933, -0.1535306838575078, -0.3718516086997731, 0.8752119639840348, 0.19947420554509365, -0.07507184626054031]","[-0.6931438507046784, 0.2440080833082574, 0.5412908008354584, -1.6580133952215899, -0.8147201125430057, -0.8136207717633974]","[-0.26217896268733126, 0.09229510743551468, 0.2047411378329772, -0.6271371110612237, -0.30816471035535575, -0.30774888898584696]",True
3,30,3.569232896,"[-3.5120786149314687, -0.14069438164296422, -0.3433764360281424, 0.7879904230896737, 0.1566149959521994, -0.11787322387388488]","[-0.7106465993562096, 0.2501695924188757, 0.5549590701633571, -1.6998803059471599, -0.8352928137747767, -0.8341657132663198]","[-0.41331203730622335, 0.14549862619253912, 0.3227641757781966, -0.9886503264269058, -0.4858062712482671, -0.48515074963200744]",True
3,31,3.619788781,"[-3.548542177224844, -0.1278580794284206, -0.3149012633565117, 0.7007688821953129, 0.11375578635930517, -0.16067460148722945]","[-0.724858827802496, 0.2551727365991088, 0.5660577021565947, -1.7338762291829175, -0.8519978431095587, -0.8508482017067633]","[-0.14337418383955022, 0.05047214912026139, 0.11196395482805094, -0.34295379969595685, -0.1685217737627846, -0.16829437928056082]",True
3,32,3.669844114,"[-3.5850057395182193, -0.11502177721387702, -0.286426090684881, 0.6135473413009516, 0.07089657676641092, -0.20347597910057402]","[-0.7321074160805191, 0.25772446396509974, 0.5717182791781592, -1.7512149914747468, -0.8605178215406531, -0.859356683723832]","[-0.14625600493479995, 0.05148663931767295, 0.11421443032015312, -0.3498471710698467, -0.17190906141554932, -0.17167709630432174]",True
3,33,3.719403849,"[-3.6214693018115947, -0.10218547499933334, -0.2579509180132503, 0.5263258004065903, 0.02803736717351657, -0.24627735671391893]","[-0.7394284902413243, 0.26030170860475077, 0.5774354619699408, -1.768727141389494, -0.8691229997560608, -0.8679502505610692]","[-0.14919575063398857, 0.05252152076786702, 0.11651014036958798, -0.3568790992083534, -0.17536443354995906, -0.17512780593972116]",True
3,34,3.768472894,"[-3.65793286410497, -0.08934917278478977, -0.22947574534161963, 0.439104259512229, -0.014821842419377784, -0.2890787343272634]","[-0.7468227751437394, 0.26290472569079837, 0.5832098165896417, -1.7864144128033892, -0.8778142297536238, -0.87662975306668]","[-0.15219458522180992, 0.05357720333539791, 0.11885199419107847, -0.36405236910244276, -0.17888925866440314, -0.1786478748394793]",True
3,35,3.817056106,"[-3.6943964263983453, -0.07651287057024614, -0.20100057266998894, 0.35188271861786813, -0.05768105201227214, -0.33188011194060807]","[-0.7542910028951768, 0.2655337729477069, 0.5890419147555381, -1.8042785569314232, -0.8865923720511577, -0.885396050597349]","[-0.15525369638461275, 0.05465410512236014, 0.12124091927419599, -0.37136982172139965, -0.18248493276327757, -0.18223869712347357]",True
3,36,3.865158297,"[-3.7308599886917206, -0.06367656835570251, -0.17252539999835825, 0.26466117772350684, -0.10054026160516627, -0.37468148955395275]","[-0.7618339129241287, 0.26818911067718343, 0.5949323339030935, -1.8223213425007374, -0.8954582957716692, -0.8942500111033203]","[-0.1583742956821037, 0.05575265263535184, 0.12367786175173459, -0.37883435513800146, -0.18615287991220172, -0.18590169493574585]",True
3,37,3.912784228,"[-3.767323550985096, -0.05084026614115894, -0.14405022732672756, 0.17743963682914599, -0.14339947119806062, -0.4174828671672972]","[-0.7694522520533726, 0.2708710017839551, 0.6008816572421241, -1.8405445559257447, -0.9044128787293859, -0.9031925112143511]","[-0.1615576190252617, 0.056873280953309534, 0.12616378677279574, -0.3864489256762689, -0.18989455279804415, -0.18963831900385827]",True
3,38,3.959938616,"[-3.8037871132784717, -0.03800396392661526, -0.11557505465509677, 0.09021809593478425, -0.18625868079095498, -0.4602842447806419]","[-0.7771467745739016, 0.2735797118017947, 0.6068904738145453, -1.8589500014850022, -0.9134570075166775, -0.9122244363264971]","[-0.16480492716740522, 0.058016433900489314, 0.12869967888709635, -0.39421654908237147, -0.19371143330958587, -0.1934500492161383]",True
3,39,4.006626128,"[-3.8402506755718466, -0.025167661712071687, -0.08709988198346608, 0.0029965550404233987, -0.2291178903838491, -0.5030856223939866]","[-0.7849182423196427, 0.2763155089198127, 0.6129593785526911, -1.8775395014998524, -0.9225915775918466, -0.9213466806897643]","[-0.1681175062040291, 0.05918256422187473, 0.13128654243257315, -0.4021403017189175, -0.19760503311900698, -0.19733839520507301]",True
3,40,4.052851388,"[-3.8767142378652224, -0.01233135949752806, -0.05862470931183539, -0.0842249858539379, -0.27197709997674346, -0.5458870000073313]","[-0.792767424742839, 0.2790786640090109, 0.619088972338218, -1.8963148965148506, -0.9318174933677651, -0.9305601474966596]","[-0.17149666807807262, 0.06037213376274504, 0.1339254019356081, -0.4102233217834754, -0.2015768942846987, -0.20130489694880133]",True
3,41,4.098618971,"[-3.9131778001585973, 0.0005049427170155107, -0.0301495366402047, -0.17144652674829874, -0.3148363095696376, -0.5886883776206757]","[-0.8006950989902655, 0.28186945064910085, 0.6252798620615998, -1.9152780454799991, -0.9411356683014428, -0.9398657489716262]","[-0.1749437511070255, 0.06158561365136, 0.13661730251435658, -0.41846881055131635, -0.2056285898598231, -0.20535112537747413]",True
3,42,4.143933411,"[-3.949641362451973, 0.013341244931559193, -0.0016743639685738998, -0.2586680676426605, -0.35769551916253217, -0.6314897552340206]","[-0.7967509824492583, 0.28048099958437955, 0.6221998174231016, -1.905843643009776, -0.9364997603742399, -0.9352360964965207]","[0.3464146951096022, -0.12194869174345975, -0.2705226159710727, 0.8286305998518794, 0.4071752481093125, 0.4066258270898866]",True
3,43,4.190158671,"[-3.986104924745348, 0.02617754714610271, 0.026800808703056678, -0.3458896085370209, -0.4005547287554261, -0.6742911328473651]","[-0.7849182423196426, 0.2763155089198127, 0.612959378552691, -1.877539501499852, -0.9225915775918465, -0.9213466806897619]","[0.1681175062035559, -0.05918256422189504, -0.13128654243274282, 0.402140301718927, 0.19760503311900218, 0.19733839520537888]",True
3,44,4.236846183,"[-4.022568487038724, 0.03901384936064639, 0.05527598137468748, -0.4331111494313826, -0.44341393834832066, -0.7170925104607098]","[-0.7771467745739091, 0.2735797118017945, 0.6068904738145449, -1.858950001485002, -0.9134570075166798, -0.9122244363264946]","[0.16480492716755152, -0.05801643390047379, -0.12869967888694459, 0.39421654908236103, 0.193711433309486, 0.19345004921583495]",True
3,45,4.28400057,"[-4.0590320493320995, 0.05185015157519002, 0.08375115404631828, -0.5203326903257439, -0.486273147941215, -0.7598938880740544]","[-0.76945225205337, 0.27087100178395523, 0.6008816572421245, -1.8405445559257447, -0.9044128787293859, -0.9031925112143534]","[0.16155761902554322, -0.05687328095331436, -0.12616378677291085, 0.38644892567626987, 0.1898945527982414, 0.18963831900395714]",True
3,46,4.331626502,"[-4.095495611625474, 0.06468645378973359, 0.11222632671794885, -0.6075542312201048, -0.5291323575341091, -0.8026952656873989]","[-0.7618339129241194, 0.26818911067718343, 0.5949323339030935, -1.8223213425007374, -0.8954582957716692, -0.8942500111033203]","[0.1583742956821014, -0.05575265263535184, -0.12367786175163717, 0.37883435513800146, 0.18615287991200918, 0.18590169493574585]",True
3,47,4.379728692,"[-4.131959173918849, 0.07752275600427722, 0.14070149938957965, -0.6947757721144661, -0.5719915671270035, -0.8454966433007436]","[-0.7542910028951768, 0.2655337729477063, 0.5890419147555381, -1.8042785569314232, -0.8865923720511576, -0.8853960505973467]","[0.15525369638423153, -0.05465410512238425, -0.12124091927429244, 0.37136982172139965, 0.18248493276346817, 0.18223869712357002]",True
3,48,4.428311905,"[-4.168422736212225, 0.09035905821882079, 0.16917667206121023, -0.7819973130088269, -0.6148507767198976, -0.888298020914088]","[-0.7468227751437486, 0.2629047256907989, 0.5832098165896417, -1.7864144128033892, -0.8778142297536213, -0.8766297530666822]","[0.1521945852218122, -0.05357720333532856, -0.11885199419098298, 0.36405236910244276, 0.17888925866430766, 0.17864787483919736]",True
3,49,4.47738095,"[-4.204886298505601, 0.10319536043336447, 0.19765184473284103, -0.8692188539031882, -0.657709986312792, -0.931099398527433]","[-0.7394284902413224, 0.2603017086047512, 0.5774354619699416, -1.768727141389494, -0.8691229997560586, -0.8679502505610693]","[0.1491957506344317, -0.05252152076793893, -0.11651014036965071, 0.3568790992083524, 0.17536443355004863, 0.1751278059400854]",True
3,50,4.526940685,"[-4.241349860798976, 0.11603166264790815, 0.22612701740447183, -0.9564403947975499, -0.7005691959056863, -0.9739007761407776]","[-0.7321074160805119, 0.2577244639650993, 0.5717182791781605, -1.7512149914747468, -0.8605178215406541, -0.8593566837238309]","[0.1462560049345752, -0.05148663931763853, -0.1142144303200687, 0.3498471710698476, 0.1719090614153313, 0.17167709630401456]",True
3,51,4.576996017,"[-4.277813423092351, 0.1288679648624516, 0.2546021900761024, -1.0436619356919103, -0.7434284054985805, -1.016702153754122]","[-0.7248588278024959, 0.2551727365991082, 0.5660577021565947, -1.7338762291829175, -0.8519978431095586, -0.8508482017067632]","[0.14337418383949285, -0.05047214912029891, -0.11196395482819219, 0.34295379969596124, 0.1685217737630428, 0.16829437928081903]",True
3,52,4.627551903,"[-4.314276985385726, 0.1417042670769953, 0.2830773627477332, -1.130883476586272, -0.7862876150914748, -1.0595035313674668]","[-0.7176820077252486, 0.2526462738605041, 0.5604531704520732, -1.7167091378048687, -0.8435622209005531, -0.8424239620859042]","[0.14054914600485155, -0.049477648387691524, -0.10975782259391363, 0.3361962549710405, 0.16520122905861986, 0.1649783151460378]",True
3,53,4.678613348,"[-4.350740547679102, 0.15454056929153898, 0.311552535419364, -1.2181050174806334, -0.8291468246843694, -1.1023049089808117]","[-0.7070760421038461, 0.24891264578275463, 0.5521707459322529, -1.6913394644655437, -0.8310959868051233, -0.8299745492758437]","[0.2728244799102121, -0.0960426589007911, -0.21305444904092719, 0.6526013925901433, 0.3206774333363272, 0.32024472795181597]",True
3,54,4.730701127,"[-4.387204109972477, 0.16737687150608255, 0.3400277080909946, -1.3053265583749938, -0.8720060342772633, -1.145106286594156]","[-0.6931438507046801, 0.24400808330825696, 0.5412908008354588, -1.6580133952215896, -0.8147201125430046, -0.8136207717633952]","[0.2621789626871504, -0.09229510743560458, -0.20474113783304734, 0.627137111061242, 0.3081647103553987, 0.3077488889859321]",True
3,55,4.783835871,"[-4.423667672265853, 0.18021317372062612, 0.3685028807626254, -1.3925480992693555, -0.9148652438701577, -1.1879076642075006]","[-0.679486178516497, 0.2392001600904385, 0.5306252336393074, -1.6253439811994803, -0.7986669076982694, -0.7975892282750665]","[0.2519488298795361, -0.08869378413743077, -0.19675220916450345, 0.6026664370255774, 0.29614022951462854, 0.2957406333517529]",True
3,56,4.838038624,"[-4.460131234559228, 0.1930494759351697, 0.39697805343425596, -1.4797696401637164, -0.9577244534630518, -1.230709041820845]","[-0.6660976164263276, 0.23448697195416093, 0.5201698202522373, -1.593318283697167, -0.7829300144086575, -0.7818735695275645]","[0.24211787332934004, -0.08523298323392481, -0.18907500574071084, 0.579150600261084, 0.28458493977426313, 0.28420093571601096]",True
3,57,4.893330851,"[-4.496594796852603, 0.20588577814971337, 0.42545322610588676, -1.566991181058078, -1.0005836630559464, -1.27351041943419]","[-0.6529728619020955, 0.2298666522440564, 0.5099204198139764, -1.5619236189561483, -0.7675032000869104, -0.7664675713435627]","[0.23267051731780397, -0.08190722158938689, -0.18169736414975182, 0.5565523433463242, 0.2734805334588934, 0.273111513106572]",True
3,58,4.949734453,"[-4.533058359145978, 0.21872208036425705, 0.45392839877751734, -1.654212721952439, -1.0434428726488405, -1.3163117970475349]","[-0.6401067168925505, 0.22533737108524318, 0.4998729730555602, -1.531147553138073, -0.7523803549523678, -0.7513651321866118]","[0.22359179388289804, -0.07871123001867407, -0.1746075955922715, 0.5348358626316687, 0.2628094172526721, 0.2624547959476484]",True
3,59,5.007271767,"[-4.569521921439353, 0.23155838257880063, 0.4824035714491479, -1.7414342628467998, -1.0863020822417346, -1.3591131746608793]","[-0.6213735410116961, 0.21874271351694882, 0.4852438368893327, -1.486337436862888, -0.7303614116314034, -0.7293759000780476]","[0.42122546574358005, -0.14828439786674633, -0.32894394064511345, 1.0075793991413688, 0.49510770168099655, 0.4944396292003075]",True
3,60,5.067145326,"[-4.605985483732729, 0.2443946847933442, 0.5108787441207787, -1.8286558037411615, -1.1291612918346292, -1.4019145522742238]","[-0.6000539899461322, 0.21123757185376618, 0.46859494523718387, -1.4353406615024902, -0.7053024472824447, -0.7043507489871386]","[0.29468046416104776, -0.10373664164404395, -0.23012225279669615, 0.704881326426802, 0.3463669203463581, 0.3458995509093187]",True
3,61,5.128833115,"[-4.642449046026105, 0.25723098700788777, 0.5393539167924093, -1.9158773446355224, -1.1720205014275233, -1.4447159298875683]","[-0.5824064908663855, 0.20502510611342517, 0.45481363721590684, -1.3931275049742644, -0.6845596066416009, -0.6836358976523806]","[0.27760232718572886, -0.09772460898204938, -0.2167855717730513, 0.6640300949800239, 0.32629330696184244, 0.32585302381068987]",True
3,62,5.192390105,"[-4.67891260831948, 0.27006728922243145, 0.5678290894640401, -2.0030988855298832, -1.214879711020418, -1.4875173075009132]","[-0.5652780021240227, 0.19899534807151026, 0.4414376354248967, -1.352155831135042, -0.6644268098755585, -0.6635302670310725]","[0.2615139496204472, -0.09206100225867464, -0.20422181496077751, 0.6255463870413067, 0.3073830551190467, 0.3069682884742382]",True
3,63,5.257872935,"[-4.715376170612855, 0.28290359143697513, 0.5963042621356709, -2.090320426424245, -1.257738920613312, -1.530318685114258]","[-0.5486532597017986, 0.19314292432163938, 0.4284550198678784, -1.3123891281625872, -0.6448861156842076, -0.6440159400321547]","[0.24635797019269937, -0.08672562853048182, -0.19238618771869578, 0.5892929933427841, 0.2895687424724968, 0.2891780135312116]",True
3,64,5.32533996,"[-4.75183973290623, 0.2957398936515187, 0.6247794348073015, -2.177541967318606, -1.3005981302062062, -1.5731200627276025]","[-0.5299205675472024, 0.18654843703995877, 0.41382626145379625, -1.267580168969908, -0.62286774093428, -0.6220272757274281]","[0.3063590104800624, -0.10784785131614683, -0.2392422784352646, 0.7328166333821674, 0.3600938639839592, 0.35960797212613543]",True
3,65,5.395546418,"[-4.788303295199606, 0.3085761958660623, 0.6532546074789323, -2.2647635082129676, -1.3434573397991008, -1.615921440340947]","[-0.5087062121296722, 0.17908032749994174, 0.3972595193244549, -1.216835023618763, -0.5979324233725265, -0.5971256045812057]","[0.2975845208495996, -0.10475895945820385, -0.2323900925372011, 0.7118278857665347, 0.3497803436776933, 0.3493083683454755]",True
3,66,5.468761095,"[-4.824766857492981, 0.32141249808060585, 0.6817297801505628, -2.3519850491073275, -1.386316549391995, -1.6587228179542914]","[-0.4874910914099245, 0.17161194854986445, 0.3806921795543071, -1.1660880476500313, -0.5729962062758356, -0.5722230351138375]","[0.2818297321323199, -0.09921278633143572, -0.22008684236340556, 0.6741421287544961, 0.3312621916035239, 0.3308152036988069]",True
3,67,5.545213285,"[-4.861230419786357, 0.33424880029514953, 0.7102049528221936, -2.4392065900016893, -1.429175758984889, -1.7015241955676363]","[-0.46439200014948645, 0.16348035367400798, 0.36265360704988164, -1.110834577986687, -0.5458455733845374, -0.5451090378689016]","[0.3195350195905321, -0.11248621422645655, -0.24953170467171581, 0.764333900076659, 0.3755809228595181, 0.3750741335731501]",True
3,68,5.625913798,"[-4.897693982079732, 0.3470851025096932, 0.7386801254938244, -2.526428130896051, -1.4720349685777836, -1.7443255731809808]","[-0.4376417055113348, 0.15406342223048228, 0.34176373203685273, -1.0468473597619383, -0.5144033222039255, -0.5137092132202863]","[0.340415224990572, -0.11983669262088283, -0.26583750193338695, 0.8142797521729904, 0.4001234810549948, 0.3995835753218668]",True
3,69,5.712025409,"[-4.934157544373107, 0.35992140472423667, 0.767155298165455, -2.613649671790412, -1.5148941781706777, -1.7871269507943253]","[-0.409184588234469, 0.14404563640413715, 0.3195409628604312, -0.9787773890242915, -0.4809548745737644, -0.48030589917886646]","[0.3196725392492699, -0.11253462540160553, -0.24963909670323786, 0.7646628497402663, 0.3757425632345898, 0.3752355558389412]",True
3,70,5.804356033,"[-4.970621106666483, 0.37275770693878035, 0.7956304708370858, -2.7008712126847727, -1.5577533877635719, -1.8299283284076702]","[-0.37854671258744166, 0.13326015615257675, 0.295615193010474, -0.9054910024073574, -0.44494316723503147, -0.4443427841576808]","[0.33940160040084444, -0.119479865400735, -0.26504594089522104, 0.811855142697903, 0.39893206842219375, 0.39839377031917894]",True
3,71,5.905036933,"[-5.007084668959858, 0.38559400915332404, 0.8241056435087166, -2.7880927535791344, -1.6006125973564664, -1.872729706021015]","[-0.3401113056244388, 0.11972970359979154, 0.26560016482507215, -0.8135527712152932, -0.3997662547446516, -0.3992268310341202]","[0.40976363440137664, -0.14424947857225287, -0.3199931523491013, 0.9801624785699634, 0.4816354844613476, 0.4809855906870031]",True
3,72,6.019683115,"[-5.043548231253233, 0.3984303113678676, 0.8525808161803472, -2.8753142944734953, -1.6434718069493606, -1.9155310836343595]","[-0.2941010008217396, 0.10353265261834965, 0.22966973752918063, -0.7034952389966096, -0.3456858201149736, -0.34521936971914513]","[0.38381248376710425, -0.13511387054591117, -0.29972734591492295, 0.9180868281414644, 0.45113254579448053, 0.45052381109287504]",True
3,73,6.15465886,"[-5.080011793546609, 0.4112666135824112, 0.881055988851978, -2.962535835367856, -1.6863310165422547, -1.958332461247704]","[-0.23959851576354188, 0.08434609141454161, 0.18710758574108732, -0.5731242486062432, -0.28162369114225383, -0.28124368283828494]","[0.39496107321247415, -0.1390385190000159, -0.3084335169397658, 0.9447544680828059, 0.4642365790169397, 0.46361016241712516]",True
3,74,6.329085577,"[-5.1164753558399845, 0.42410291579695475, 0.9095311615236086, -3.049757376262217, -1.7291902261351488, -2.0011338388610485]","[-0.1474807904544048, 0.051917801718907926, 0.1151708914271577, -0.35277688154150905, -0.17334867224860803, -0.17311476460160125]","[0.41123766961571845, -0.14476838457856436, -0.32114425785309564, 0.983688399095454, 0.48336806296500934, 0.48271583133969737]",True
3,75,6.753507143,"[-5.152938918133359, 0.43693921801149843, 0.9380063341952394, -3.1369789171565787, -1.7720494357280434, -2.0439352164743934]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4048500556872274, -0.14251974682463484, -0.31615603404464176, 0.9684091039734742, 0.4758600723316204, 0.47521797159684276]",True
4,0,0.0,"[-5.152938918133359, 0.43693921801149843, 0.9380063341952394, -3.1369789171565787, -1.7720494357280434, -2.0439352164743934]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0048188698437703, 0.0, 0.0, 0.0, 0.0, 0.0]",True
4,1,0.378864898,"[-5.08082376580259, 0.42095924030243764, 0.8702482482653672, -3.1319077488261406, -1.756083966138577, -2.1143545409090776]","[0.3221203510129943, -0.07137856417764497, -0.3026584250087817, 0.022651640741937606, 0.07131376003558512, -0.3145455118912646]","[0.9802039366764844, -0.21720313349099774, -0.9209817968003668, 0.06892835971898283, 0.21700593615478164, -0.9571538962072594]",True
4,2,0.53774545,"[-5.00870861347182, 0.4049792625933769, 0.802490162335495, -3.1268365804957026, -1.7401184965491108, -2.184773865343762]","[0.5238956413271828, -0.11608989788835969, -0.4922428191028996, 0.03684056538586011, 0.11598450061228496, -0.5115759440862359]","[0.9989052632794387, -0.2213471555527618, -0.9385532232484044, 0.07024344499775136, 0.22114619588542195, -0.9754154507190737]",True
4,3,0.659172715,"[-4.936593461141052, 0.3889992848843161, 0.7347320764056228, -3.1217654121652645, -1.7241530269596443, -2.255193189778446]","[0.6451427529238358, -0.1429570135773859, -0.6061644006400644, 0.045366714088505136, 0.14282722381875101, -0.6299718624520644]","[0.9111242881438462, -0.20189579227317622, -0.856075815047525, 0.06407064931285267, 0.20171249237416955, -0.8896986940113842]",True
4,4,0.762728468,"[-4.864478308810282, 0.37301930717525533, 0.6669739904757506, -3.1166942438348264, -1.7081875573701781, -2.3256125142131303]","[0.7444729899656615, -0.16496757477655832, -0.699493285338859, 0.052351658806239196, 0.16481780177013478, -0.7269662937518769]","[0.988625511510553, -0.21906926805182417, -0.928894555393115, 0.06952056846028953, 0.21887037646399712, -0.9653774330275774]",True
4,5,0.853719036,"[-4.792363156479513, 0.35703932946619454, 0.5992159045458783, -3.1116230755043883, -1.6922220877807117, -2.396031838647815]","[0.8296817829907562, -0.18384896889622368, -0.7795539179961042, 0.058343577545892825, 0.18368205359279818, -0.8101713546411656]","[0.8525425539460753, -0.18891468114213011, -0.8010334827303883, 0.05995115672906193, 0.18874316671095195, -0.8324945418590409]",True
4,6,0.936915335,"[-4.720248004148743, 0.3410593517571338, 0.5314578186160062, -3.1065519071739502, -1.6762566181912453, -2.4664511630824992]","[0.898070933783627, -0.1990033029008053, -0.8438111206272574, 0.0631527318558729, 0.1988226290744246, -0.8769522965354133]","[0.7777287523805109, -0.17233671045629043, -0.7307397950466318, 0.05469021823117045, 0.17218024705865487, -0.7594400284267006]",True
4,7,1.014514026,"[-4.648132851817975, 0.325079374048073, 0.46369973268613385, -3.101480738843512, -1.660291148601779, -2.5368704875171835]","[0.9579210594918073, -0.21226547657430053, -0.9000452105456708, 0.0673614182727296, 0.2120727621052328, -0.9353950132667032]","[0.7587623693645633, -0.16813395461336433, -0.7129193264119291, 0.05335649407215101, 0.1679813068709699, -0.7409196504505547]",True
4,8,1.087615502,"[-4.576017699487205, 0.30909939633901223, 0.39594164675626164, -3.096409570513074, -1.6443256790123126, -2.6072898119518677]","[1.0168525073356127, -0.22532408066054277, -0.9554161274461427, 0.07150550286956445, 0.2251195103683153, -0.9929406553542892]","[0.8549924297222333, -0.18945754847343876, -0.8033353414659719, 0.06012343304060009, 0.18928554117643911, -0.8348868074444866]",True
4,9,1.1564804,"[-4.503902547156436, 0.2931194186299515, 0.32818356082638944, -3.091338402182636, -1.6283602094228464, -2.677709136386552]","[1.0471975511965976, -0.2320482309785629, -0.9839277789233195, 0.07363937932187728, 0.2318375558732524, -1.0225721186399832]","[0.0, -1.2091316406054575e-14, -2.2570457291301873e-14, 0.0, 4.715613398361284e-14, 0.0]",True
4,10,1.225345298,"[-4.431787394825666, 0.2771394409208907, 0.26042547489651713, -3.086267233852198, -1.61239473983338, -2.748128460821236]","[1.0471975511965976, -0.2320482309785633, -0.9839277789233187, 0.07363937932187728, 0.23183755587325403, -1.0225721186399832]","[0.0, 0.0, 4.675309010341103e-14, 0.0, 0.0, 0.0]",True
4,11,1.2942101959999999,"[-4.359672242494897, 0.2611594632118299, 0.19266738896664504, -3.08119606552176, -1.5964292702439136, -2.8185477852559204]","[1.0471975511965976, -0.23204823097856453, -0.983927778923324, 0.07363937932187772, 0.23183755587325383, -1.0225721186399894]","[0.0, -3.5467861457760307e-14, -1.9990976458010357e-13, 1.3098926106559205e-14, -5.642614322825504e-15, -1.8056365833041612e-13]",True
4,12,1.363075094,"[-4.287557090164128, 0.24517948550276916, 0.12490930303677283, -3.0761248971913218, -1.5804638006544474, -2.8889671096906047]","[1.0471975511965976, -0.23204823097856453, -0.9839277789233256, 0.07363937932187772, 0.23183755587325383, -1.0225721186399928]","[0.0, 3.5467861457760307e-14, 1.5315667447669224e-13, -1.3098926106559205e-14, 5.642614322825504e-15, 8.705747812359349e-14]",True
