index,time_abs,time_delta,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,t,j1_vel,j1_acc,j1_jerk,j2_vel,j2_acc,j2_jerk,j3_vel,j3_acc,j3_jerk,j4_vel,j4_acc,j4_jerk,j5_vel,j5_acc,j5_jerk,j6_vel,j6_acc,j6_jerk
12,2.525,0.081,0.16650441064025903,-0.1728225025324785,0.008377580409572781,0.8230100087779261,0.05878268920716902,-1.6813803882012572,2.525,-203.3294132513122,-710.8455262987372,117057.04820772794,10.286738613590435,-4.206952314061255,-6203.202310040106,89.7336280018787,148.09399827261132,-52089.48789131496,-86.4917133116808,887.4983160545771,53167.732203180305,-35.965238046294616,478.698973036629,22047.723186076368,-119.38929116969814,311.3272859972358,70762.97297743217
17,2.538,0.001,-3.244287826777139,-0.003141592653589793,1.4971783389457758,-0.5131966132564126,-0.4840321614555874,-3.61342496357394,2.538,-202.76077531729788,1081.3310555498683,124837.4335847129,9.6191104483059,-97.47223919244476,-6081.020003227942,86.91219352261948,-642.6702440261677,-53728.61949917615,-67.79905348511136,1652.27303008437,43498.01165801176,-26.526761140283764,791.3566150483662,17000.229414301415,-107.75339741389973,1364.6768077507545,67053.86881050105
19,2.582,-0.043,-3.2887762694104747,-0.09119345341670371,1.2094084518769506,1.7138784188733915,0.6166248247295966,-2.268770947959949,2.582,-0.661161738028909,4634.85663032531,1535.047566591791,-1.5374384193840962,-202.22952196576864,-143.5532184131955,-4.752442479648996,-1949.4651378764036,57.31391978751344,36.826511299694126,1283.0737740850905,-5151.2050693078645,18.020574877466565,489.40563806111084,-3233.5643400062104,22.22785896882117,2234.1422786545754,-1226.66288267842
20,2.697,-0.043,-3.25962927090217,-0.12861331257946215,1.2002280200114606,1.8044435537593775,0.5867098813504138,-2.217039388930837,2.697,544.876112939707,-19001.697376482305,-291116.02598788776,-9.36614752431149,453.72128295936454,5107.341815256979,-188.71828488516695,7001.192822968249,101110.6349861836,-144.67603006220358,1664.432056176789,96786.58737465361,-82.9051001168837,1208.2950061126903,61989.67319264711,62.751987691584134,-4215.021052096018,-21220.623725930578
13,2.703,0.08,0.18011797880581482,-0.18764034788191036,0.008866272600131194,0.8908509568029457,0.063407811724954,-1.8210241816533237,2.703,423.4325548413446,-20775.184035498023,-190025.80471226538,-6.480474674250751,484.178578927492,2449.7132364366425,-144.0186736098403,7615.143917743733,63227.99757632014,-133.67432693485216,2274.4118884455393,89643.58810728884,-75.00234969267645,1597.681607065738,55044.7581347259,36.03206510001495,-4331.432393870754,2188.2423005095225
18,2.726,0.056,-3.29347120509834,-0.04068362486398782,1.5051894002124298,-0.5445427266222308,-0.5847202060031403,-3.6346830738632314,2.726,-101.52978615941264,-15839.318142140319,236088.48452467576,4.940684636461456,308.9519901796871,-7355.9972136253255,45.69553733909959,5622.319394526645,-92158.41048954998,-42.4994540684627,3276.476008867429,16817.925479629757,-13.519938107361252,1995.004111260243,1661.3033620692747,-52.844417936933596,-2377.572797051874,74566.9341563571
10,2.783,0.241,-2.0888449553718536,0.03628539514896211,1.3747434919183734,-0.15465362501921756,0.7154628202700355,-2.9725749688266623,2.783,-17.645175263816782,652.8027830560361,87780.2175981802,-3.9524379920037123,-73.25179228422365,-708.9280569362622,-4.8008960732754105,-409.60350946524557,-28260.8665479336,47.12179709811291,456.3582339201424,-32541.459998500202,4.400054233445312,-115.89063262275171,-14571.131433115137,21.6354656778921,405.96259851378113,4947.142122098058
21,2.813,-0.045,-3.2304997256863843,-0.16601571844970064,1.1910475881459703,1.895026141937883,0.556777484678711,-2.165307829901725,2.813,-10.990413728202773,103.75819684625516,-14913.486208882423,-4.843130134972403,0.1603890599182789,1870.4095687532001,-9.568493497715835,-32.76094336593113,9912.960773733414,43.19236909268996,-252.50203278478998,-16093.506146599251,-5.870503637288199,-198.35968581137374,-528.8850218167765,19.592732691604482,-138.57280391915208,-12734.366733361425
14,2.881,0.081,0.19373154697137057,-0.20245819323134223,0.009354964790689606,0.9586919048279653,0.06803293424273897,-1.96066797510539,2.881,-22.132945536175335,-388.15513231571333,-14134.35608060253,-0.23132407947687694,38.46522733750845,-3118.619852358651,7.64906504994534,233.10471468026023,-1635.6806212251963,7.291778762401904,-185.43967232318653,27058.345437464282,2.835042148113144,107.86499016925885,-770.8832514318843,-0.6937980094208172,-169.59824445666763,10882.662283210962
22,2.928,-0.044,-3.201352727178079,-0.20343557761245906,1.1818671562804801,1.985591276823869,0.5268625412995283,-2.1135762708726133,2.928,-47.66250534748728,-1276.629329925117,6641.9256736291245,0.6229211798306826,-227.71836442094846,-456.1385223075463,17.952205188742752,-23.918489071720728,-3655.9174317245083,9.702658276662994,1933.2635127602923,2012.0169558769412,7.249866509457815,-99.7000486439994,-1594.764297547716,-4.482983227638457,710.2349938043094,2100.8715724943268
11,3.04,0.241,-1.9810883273537234,0.0381354441560761,1.325629926767253,-0.1694714703686494,0.6682865705886287,-2.9438468493388354,3.04,-386.3973680773688,6285.232470628849,134186.4157975926,-90.50902011140589,1111.000503470037,33945.71409213956,-49.61764144338338,50.40650845194796,22702.541749715434,728.5134727760592,-9335.637732158211,-270867.3507703459,-55.595812396186034,474.73019317094077,22361.608861982124,286.13774268982513,-3489.9682907070674,-107820.49370915513
23,3.043,-0.043,-3.1722057286697734,-0.24083798348269753,1.17268672441499,2.0761564117098548,0.49693014462782553,-2.0618447118435013,3.043,-366.79357371913557,6693.149112068117,125166.24661999012,-87.02135693174188,1214.6049297064292,32634.890347946406,-49.41389175378894,120.28511880202171,23018.181528614696,699.240645982285,-10161.92076169921,-261439.68682557443,-54.0883836833132,543.1997957100581,19990.79504910628,275.17888098014845,-3819.080379941865,-105145.20539775057
15,3.087,0.109,0.20734511513692636,-0.21727603858077407,0.009826203688728075,1.026532852852985,0.07267551005304387,-2.100329221849976,3.087,30.023227806681586,5227.013134738138,-46331.18289981002,0.011206187077303476,1424.4594324856266,-3559.1558579515076,-10.326171976800458,955.8194038895765,7429.523708853698,-8.799768777357324,-12638.350969983545,17751.614324449292,-3.9073231873720355,-405.0510966310443,-17032.06517856185,-0.06760871163321625,-5503.508105397656,-2607.2012361123525
24,3.159,-0.043,-3.1430761834539886,-0.27824038935293605,1.1635062925494999,2.16673899988836,0.4670152012486427,-2.010113152814389,3.159,-40.34541695115888,358.3639431024394,15427.585036298726,37.35363424354431,186.94248499894366,-8660.600055530911,66.44109133552584,128.7796698117727,-18089.728778108612,-511.8787001530444,-2637.6694386772433,117037.44832561491,-215.1625065601528,-1098.928649545851,47989.77967996348,-307.70985255160076,-1488.0338487311965,71192.1887599208
19,3.164,0.354,-3.3426545834195402,-0.07820820378186591,1.5132179147716036,-0.575888839988049,-0.6854082505506932,-3.655941184152522,3.164,-38.08981034974171,464.33787963738183,20078.0605325846,38.17317224176177,146.60029559844935,-7804.3740753270085,66.75949235103012,36.03829473899899,-17793.260210422974,-523.5567911167296,-2060.0727895060268,111640.32478582044,-220.01993761360438,-838.9703872866774,50169.910101631765,-314.1830859989062,-1126.7181434826489,69751.35003146603
25,3.274,-0.044,-3.113929184945683,-0.3156602485156944,1.1543084073914898,2.2573041347743463,0.4371002578694599,-1.9583815937852773,3.274,44.971430046997355,-29.554255832089893,-542.9687388299036,12.415528968618018,-72.84644514099921,475.0659320569316,3.83028653664028,-94.08450241181336,223.203917459683,-83.34492214374377,833.1707197704732,-16917.558875204726,8.381612421501895,271.10323641047285,-12377.26467468848,-31.735000514401605,467.3960958416144,-11695.22969275578
12,3.297,0.241,-1.8733142460430736,0.03998549316319009,1.2765163616161326,-0.1843067690106012,0.6211103209072221,-2.915118729851009,3.297,40.51819800445061,-23.06124849866191,227.30369855514456,11.515834172419524,-50.041299576618385,894.6261686709948,3.965084525008989,-82.1885647358803,599.5290030590528,-79.42082819259866,236.2190501568396,-21223.59042767656,5.935257714988489,-121.6285600623995,-13396.477246367185,-31.085490178166815,72.4692965095511,-13874.401155036945
26,3.389,-0.043,-3.0847821864373777,-0.35306265438593293,1.1451279755259995,2.3478867229528517,0.40716786119775716,-1.9066500347561652,3.389,101.16173637581275,-22.389664498142338,-11229.496489675841,2.891953106350977,-3.3955910180516042,864.0929935334099,-35.998423067394796,3.2597738563556504,5977.662329552088,-33.54556833877417,24.59416724368657,-3365.014229978118,-10.872204609500884,-0.29934982539663224,2505.171670392685,-8.141779163530181,9.073554505522054,-2017.7726832829953
16,3.414,0.26,0.2209586833024821,-0.23209388393020594,0.010314895879286487,1.0943738008780044,0.07730063257082886,-2.2399730153020427,3.414,95.97184150358294,-379.4640082330369,-11614.528410878429,3.4208014195994796,20.63251114531554,646.5590407022352,-32.9437919957976,187.00076171816406,5646.510638981447,-36.151162266392916,-66.76450211671069,-2625.5232324224958,-9.640622743386514,70.38956086748547,1605.984101402932,-9.54751237084497,-50.397179227812565,-2009.2439003910258
27,3.505,-0.044,-3.0556351879290724,-0.39048251354869135,1.1359475436605093,2.4384518578388374,0.3772529178185743,-1.8549184757270534,3.505,4.510989766361941,-552.4902596925673,3400.3166564598905,5.125644314380257,-24.727141932315533,-1536.7982164835196,5.542769785845918,136.68882114791842,-2956.3522210546703,-29.818728336776175,35.10039378271091,9956.14415793851,3.76269834403166,-188.09950327253028,714.1090358886803,-12.201814624358825,-110.816890055742,5352.198721816238
13,3.554,0.24,-1.765557618024944,0.04183554217030407,1.2274202497575322,-0.19912461436003306,0.5739340712258153,-2.8863906103631822,3.554,-10.620040845232495,-245.99132167590463,9376.666384764401,2.7672946690432276,-127.42646901631608,-592.9185386690042,4.688178390129593,-71.58716825027344,-3014.5073339506707,-29.008729790974307,756.1056995404911,8175.908084966892,-14.303280383634172,-59.32013486967474,6033.7640224905,-19.786112665116057,310.1746930596861,6993.052995750557
20,3.594,0.429,-3.396829603401444,-0.04520402762665313,1.5070743558045836,-0.5490456760923762,-0.5963091922363826,-3.636550576162865,3.594,-18.408910972093672,231.00467304781176,5965.268587360016,-4.919050113408648,-102.06611356068079,1691.1362361420897,0.056641781869869234,-151.80752489219245,451.1663940076378,25.384889765277467,869.6404422015381,-7678.938590069182,-6.574100193047175,293.2341369498484,3682.1351860098343,7.803121121865772,537.6972384966048,-1709.232105236767
28,3.641,-0.022,-3.0265056427132873,-0.4278849194189298,1.126767111795019,2.5290344460173433,0.34732052114687156,-1.8031869166979415,3.641,15.959050549116755,182.25165917525806,349.6300736057517,-4.740798806876617,35.79714742800848,1852.5733996340382,-9.067467220455962,5.067189623988469,1873.2415032121617,39.18669296947964,-72.08795925469633,-12674.79373116767,12.73066005602199,182.89516480887397,-1265.3704367824666,24.678835430029466,48.847672244928205,-6339.87804767023
17,3.738,0.324,0.13903292821386828,-0.20682151636132803,0.051871185369271475,1.0642319646960623,0.11147417932487783,-2.2778641133628392,3.738,-76.26397557634579,493.8170065400093,-32898.47296910109,5.138566315231997,-0.8476674549356744,-19428.8235933558,31.30162799107553,-106.41250027640433,-9292.163205876355,-41.024544353837825,172.26294340035952,109506.4019546468,-15.14102173081562,276.81492877830846,-6653.835076057137,-32.68435809075133,246.89248441273588,45117.47789921395
21,3.77,0.176,-3.451022076675868,-0.012199851471440364,1.5009482501300837,-0.5222199654892233,-0.5072101339220721,-3.6171425148806886,3.77,-45.2119393086023,-940.1417423277879,-49476.44706737909,4.027301622206727,-823.6861771283367,-16115.012427344318,22.37961489645494,-489.7237575605141,-1838.8995071415834,-24.96405484765484,4805.90096239846,85313.5446167753,-0.3273615467985005,-16.57181414008869,-14508.843584922513,-15.934479123391373,2145.389895703185,28843.087961497742
14,3.812,0.239,-1.6578009900068138,0.04368559117741807,1.1783066846064119,-0.2139424597094649,0.5267752748369285,-2.857662490875356,3.812,-190.01519038404243,-3275.3236627676815,58603.22465919063,-74.05889126253808,-971.3888577045873,33560.39778100258,-9.815243436579806,-8.013339135816295,13246.540907030554,414.14237349940686,5109.813489638087,-192386.04580673296,-27.455743296527565,-920.3387409701627,5326.879718192999,163.5822308069131,1676.316382795354,-82009.24748007028
29,3.818,0.039,-2.9973586442049815,-0.4652873252891683,1.117586679929529,2.6195995809033294,0.3174055777676888,-1.7514553576688296,3.818,-209.51938425372683,-2825.816205503824,72705.35371387517,-79.12624765649736,-738.2460753577788,37045.9795798354,-9.213154122632805,72.98925936087187,12554.291573130922,440.2197388906594,3784.3925933461537,-210259.80453004155,-33.212997076451174,-865.3673427631613,9314.17685279774,171.41336539240172,1123.5401860525594,-87299.87083108112
22,3.907,0.04,-3.505197096657772,0.020821777976292352,1.4948046911630635,-0.4953768015935505,-0.4180936223152416,-3.597751906891031,3.907,99.89904731722932,724.017819996481,-17258.17725057115,-4.478842277342353,167.82517786588463,-2862.501900022,-38.8354965781033,-58.74327361994142,3814.33109020353,35.31487767809095,-877.3008589043668,15735.471486837077,14.095944379043873,164.62561681424995,-679.2684120926285,31.60160391444687,-270.40961564861936,5613.424461836212
18,3.934,0.196,0.05708971983273452,-0.1815316954999302,0.09342747485925645,1.0340726752216003,0.14564772607892681,-2.315737758131116,3.934,96.90100195340543,-210.0197253679915,-26700.183168054744,-5.442991480933401,-16.29837007344061,-5411.290092078778,-38.176474028548114,87.61074472055526,3893.078588297859,41.70672012299559,105.47981685671832,28842.580573979976,15.535263040157696,45.927273313942166,-3718.219037368623,34.953028554594376,55.42301247006519,9482.37667812037
23,4.036,-0.007,-3.559372116639676,0.05382595413150512,1.4886611321960435,-0.4685510909903977,-0.32899456400093113,-3.5783612989013744,4.036,37.33830814358279,108.30585568792242,-10159.935298772318,0.37422603847699487,-25.661872256887868,350.9945174675435,-4.886147240728782,-103.86902079972913,2271.118400567944,1.8887006698158615,135.5732044799205,-2348.972619940189,17.375766923453785,-72.0689389667254,-3236.521287810033,14.132301520432492,26.346702432125596,-3866.124951826045
15,4.069,0.242,-1.5500269086961642,0.04553564018453206,1.1292105727478112,-0.22877775835141673,0.47959902515552183,-2.8289518246800487,4.069,48.30322908188044,-368.7638056812721,-9131.971837023702,-1.3554895757954701,-9.351580776668413,-472.2153402705485,-12.907320598431792,15.367847429191613,2724.7925438397115,11.97786282208766,29.828457522144106,2015.114345857034,14.035402132529176,-201.07795119472698,-910.1182696608637,17.462364649266156,-139.46853571935293,-265.8420929458207
19,4.129,0.118,-0.024853488548399253,-0.15625932793105232,0.1349663110567215,1.0039308390396584,0.17982127283297578,-2.3536114028993933,4.129,-50.29905058388483,-335.80743574598654,23590.433903834055,2.781311275595683,-143.11722089255935,-2534.110539373903,16.20751825679421,81.93403053161198,-7807.239774031053,-16.33101833498276,720.1353856158901,14699.605496150863,-8.922523198662919,71.50539668905719,5784.990899967039,-17.12896999826549,363.7295307179834,12227.91686377295
24,4.166,-0.015,-3.6135645899141,0.08684758357923784,1.4825350265215433,-0.4417079270947249,-0.23989550568662057,-3.558970690911717,4.166,-32.88967623696894,1062.7611104791201,36428.806982867,-7.352617255670859,-243.8311659564841,-763.8673002041364,10.036812629536222,-410.3826688036993,-13215.430955827343,37.51031839906237,1336.9084031105676,5641.511357313189,4.085080107288704,313.8868792296187,2738.504790769077,17.78243396764746,903.8077152991505,6964.817230036499
30,4.197,0.283,-2.9682116456966767,-0.5027071844519267,1.1084062480640389,2.710164715789315,0.287473181095986,-1.6997237986397178,4.197,15.43808623603496,2156.462247450181,-403893.08534634416,-14.13066714712078,-216.65256313712308,50247.535789461144,-9.012244001740626,-817.7124020173444,241355.8165306776,75.8828408297382,1225.3645389853968,-329260.61449126364,12.837172331813196,299.76256581789835,35608.903018835124,44.76820997292913,921.494164745056,-134133.77863149164
25,4.319,0.008,-3.6677396098960036,0.11985175973445061,1.476391467554523,-0.4148822164915721,-0.15079644737231007,-3.53956262962954,4.319,565.4046179632592,-257978.56999604584,-1855828.3125255704,-39.60480290643615,29617.904429646787,169932.99389113858,-206.34819788082646,150818.36830699758,852050.9140995778,219.39549969296309,-195304.41554350557,-1034022.470532529,57.78022018867043,21959.674716761758,-43889.82855922589,181.67000226268095,-80118.276473706,-600144.8875594158
20,4.325,0.118,-0.10677924363701309,-0.1309695070696545,0.17652260054670652,0.9737890028577162,0.21399481958702474,-2.39148504766767,4.325,-1059.9218325535815,-269031.97152853955,1202627.0577365756,146.90394758587985,30615.48557341758,-180503.78285460174,743.5430901622167,155815.3357580828,-936384.9315618128,-1010.4089194473286,-201338.32425863924,1278175.3505458534,195.90946854522406,21630.995718231832,-305308.90811257437,-323.0122402126676,-83700.22646307613,347318.1770502776
16,4.326,0.241,-1.442270280678034,0.04738568919164605,1.0800970075966907,-0.2435956037008486,0.43242277547411506,-2.8002237051922223,4.326,-1328.6445090445961,-267321.86769638996,1708460.2463273793,177.44121546339713,30377.18723942708,-237883.93858795182,898.9417794342551,154584.08201984252,-1229048.2864563104,-1211.1423972172902,-199679.51110758318,1655607.9736626947,217.30870665102313,21283.931964282103,-345843.70688853954,-406.6435532396733,-83195.52331236869,504331.85867067904
21,4.521,0.118,-0.18872245201814686,-0.1056971395007766,0.21807889003669145,0.9436471666757742,0.2481683663410737,-2.4293761457284675,4.521,-190.65428854275848,3330.5294134087353,102054.02708089146,13.926463123920932,-252.7955983265116,-12141.066453275196,67.39700525892428,-1218.0297279868673,-53518.276565512046,-71.56472200000772,1287.1733397257435,74837.1343722401,-16.840591951735792,236.69862995628057,-2434.785896398247,-58.866698307928004,1030.80942051677,36412.20775244358
26,4.538,0.099,-3.7219320831704277,0.15285593588966337,1.4702653618800232,-0.3880390525958993,-0.0616799357654796,-3.5201720216398833,4.538,-137.7482980777907,3159.6677799353806,-16630.150863404386,10.497037031460728,-244.391486345494,769.5342755799732,51.20527633064158,-1023.02023711473,10659.674085841627,-56.43620834965478,1142.9174419966068,-7337.538530472371,-10.68631948738659,351.66330060321275,3595.316218384988,-42.45842129345033,1063.6394324683292,-1203.2962984689607
17,4.584,0.241,-1.3345136526599044,0.04921828490624009,1.0310008957380905,-0.2584134490502804,0.38526397908522836,-2.7714955857043955,4.584,13.515082622646489,1575.7307695310371,-38127.88636023028,-6.054953815083732,-174.74174700677594,3155.4824392804358,-4.636995605166382,-633.6796806177088,11853.260698138025,27.62965951628997,948.2956646699429,-13978.179862379444,4.201582356749016,122.8107252608459,-4547.990097685456,18.722707140287742,618.1380458598019,-13520.362069540413
31,4.636,0.439,-2.8881184863226568,-0.48912852287141084,1.0786309310250157,2.636825980620513,0.2795842928769716,-1.6540659854075461,4.636,-5.218224250512955,-624.0900872205664,-24810.680652485706,-4.261796025519927,85.82662554259846,2399.5507744861216,-3.477805008404724,181.9238614648949,9401.994572899002,25.25800064093509,-351.5397439918185,-12642.996083310982,-1.2181187839870227,-88.58071283616187,-2036.9607083385827,9.019340823387507,-310.3843764010395,-8894.683558653307
22,4.716,0.118,-0.2706482071067607,-0.08040731863937876,0.2596351795266765,0.9135053304938321,0.2823419130951227,-2.467249790496744,4.716,-87.6173310206082,-455.8901895441127,23481.84330423278,8.923450559074492,-43.60986226441125,622.5344285735018,30.72308662929061,160.82940530428232,-5996.41423001016,-40.51821512035026,157.4930245612269,-4856.308245043514,-6.3791223830561545,-1.905661187512095,1565.3403327061094,-31.046015811663395,80.99686129925647,957.9451077941628
27,4.743,0.145,-3.732875297580432,0.19528489000564553,1.4624113802460488,-0.35341172023633177,0.05166174585903215,-3.4957723186970027,4.743,-94.69489223498884,372.9388571852901,20194.0865199386,5.846707414274461,-6.384962773283206,1112.3622569792149,32.635343215235274,-53.3133131799161,-5581.447068406202,-27.338426194323954,-75.86242073090386,-5846.329238890614,-5.860070006483713,44.74986147548353,1014.4389817732227,-23.55732212878268,71.00988489767369,-859.4430373688322
32,4.828,0.191,-2.808025326948637,-0.475549861290895,1.0488730672785123,2.5634697921591916,0.2716779513654374,-1.6083907188828543,4.828,106.94514017215259,-721.1652080203012,5271.922610042828,34.08851590526935,16.895826953107644,-13644.466795710294,-5.114598970245709,101.04332136767385,-10827.925843252633,-184.70969041271968,175.5129217535814,68599.25270373037,4.774156293821335,-59.96173710497152,152.74200731244673,-72.73898336981783,-133.0440709649447,32823.05348915531
18,4.841,0.24,-1.2267395713492546,0.05106833391335409,0.98188733058697,-0.2732312943997123,0.33808772940382154,-2.742767466216569,4.841,91.41958365266133,-616.5561995135502,14621.5671413082,33.68115029499584,-188.15521287681827,-13336.988300912235,-2.7171288664046696,-64.85873549106108,-12368.326608019637,-178.3979896584492,1197.8147407718538,64710.62502987232,3.626690445260942,-55.22309459535748,796.0554686904654,-73.58267080165989,363.6886045895716,33129.23847432624
28,4.899,0.086,-3.7438359652829565,0.23771384412162766,1.4545573986120743,-0.3187669345842443,0.16500342748354394,-3.471355162461602,4.899,205.1548058231384,1932.8300178005356,-22590.685192583827,-17.81188670611375,-331.29505733337953,11659.125149354728,-70.9848032752792,-680.4296074492522,14916.339936409066,75.39640676234625,1346.8992447463288,-57918.20385414343,8.97439440081909,102.61856255572923,-701.4290182042805,58.41656161736313,970.3864265965167,-29339.848285486878
23,4.912,0.116,-0.35259141548789447,-0.055117497777980924,0.3011740157241415,0.88336349431189,0.3165154598491717,-2.5051234352650207,4.912,230.1996541067658,1445.2509417524236,-34553.28504374291,-20.49715018592872,-138.5631193254398,13290.10278263814,-78.38340066829,-412.1291260233755,18768.96140143095,84.0806074677967,417.71125238622955,-64075.57197555472,10.338788027266489,83.52654676527709,-1408.3273083442743,67.2277378012522,472.9989800940156,-34409.35979254321
33,5.019,0.108,-2.7279321675746173,-0.4619711997103791,1.0190977502394891,2.49013105699039,0.263789063146423,-1.562715452358163,5.019,-39.01443347866555,348.55568834010774,24878.433312483285,24.559806634186636,-68.76431326013119,-7019.751268735799,15.781971146854978,-50.33726044962037,-15258.525204591508,-91.6652601558358,79.1245681925875,41035.940433876174,0.4057025649211994,-14.068160476958301,1261.888583536489,-62.51289161918524,182.93116018793626,17647.985952177103
29,5.043,0.026,-3.7547966329854807,0.2801427982376098,1.4467034169780997,-0.2841221489321569,0.2783625624005756,-3.4469554595187213,5.043,-15.22858000217615,1134.737927815291,13448.950517817435,20.27247392184489,-278.5384941585932,-4607.081127662331,9.565435966589515,-516.8829903471403,-11363.683572226879,-80.49854188456807,1301.9252127532445,32500.985920725605,0.49206953990401736,27.920132472807698,1261.6532012640132,-50.61053261117798,716.07839771662,11336.451180889779
19,5.098,0.24,-1.1189829433311245,0.05291838292046807,0.9327737654358496,-0.2880665930416641,0.2909114797224148,-2.714039346728742,5.098,65.28924004330622,-559.2633124875065,-30405.91131278236,-7.638659265697132,-10.933498975925659,5453.727115302319,-51.36431978531411,-124.00814654822898,20383.04422249055,96.5595109198114,764.1315704221543,-43872.6114751026,5.093200295010508,35.82049645678245,-2153.64036525318,16.521445365674253,-31.500186278299225,-13146.436539120132
24,5.108,0.118,-0.4345171705765083,-0.029845130209103034,0.3427303052141265,0.853221658129948,0.3506890066032206,-2.543014533325818,5.108,56.018018414884466,-862.6058597277279,-25075.854526239236,-6.845191255659191,44.67319353772307,4752.268516187991,-50.81566380644103,103.8947779390867,20002.25963773226,99.7369979816805,263.41537339677467,-44734.31373671179,5.364429938917718,10.107213991924013,-2336.793568826099,13.929931495547255,-162.15382193914024,-11053.380171710956
30,5.187,0.012,-3.7657573006880054,0.322571752353592,1.4388494353441252,-0.2494948165725894,0.3917042440250874,-3.4225383032833205,5.187,28.13678027013448,438.169196136191,-1880.1474088286395,-24.955807385755833,-84.42049250740786,3973.8090788596983,-12.008865078937895,-55.93798802509025,-1301.5507569597576,86.63737948569674,60.41724146941897,-7884.301110871769,-4.456629979610213,-28.126385617853103,1405.3607376162786,61.655959924769455,220.30798092418922,-9739.404187124317
34,5.21,0.108,-2.6478390082005974,-0.4483925381298632,0.9893224332004658,2.416774868529068,0.2558827216348886,-1.5170401858334712,5.21,43.51201256868847,272.0795879932934,-1575.2673779885026,-25.927682345785787,44.52879314220616,3886.6977659451595,-16.959355000343145,-81.04134883190476,-1772.6932562506013,89.54189273916063,-156.51002183657607,-7136.2208639703595,-4.459423579225345,16.848250039724494,1127.2178373293048,64.15291398622523,-101.33358762751044,-9850.681954017113
25,5.303,0.117,-0.5164603789576421,-0.0045553093477052,0.3842865947041115,0.823062368655486,0.3848625533572696,-2.580888178094095,5.303,-80.2515194898151,2248.728695615101,17920.424389456697,10.848137689972614,-240.7252240716962,-6296.93226063324,25.967835344963852,-502.0787285970923,-8687.442992670709,-31.356080393899813,42.991366975902736,26794.73969274416,3.4888127835873597,-189.760115050823,-681.9717096241066,-24.201435303038124,537.0167285259056,14854.54267298832
31,5.332,0.014,-3.7767179683905296,0.36498325317705416,1.4310129070026707,-0.21485003092050198,0.5050459256495992,-3.39813860034044,5.332,17.3312447712807,2738.2728069632967,-39574.017728434614,-1.8857330496827058,-452.5423336760782,2048.9347867847646,2.6931516282777537,-791.6349410225616,5405.825533878866,-17.964842465069616,1042.945085564301,15369.400923114847,-4.503093387849537,-195.61446173405898,4182.397567369418,4.81958100012551,1040.057193085855,-4225.835283089749
20,5.355,0.25,-1.0112088620204747,0.05476843192758206,0.883677653577249,-0.3028844383910959,0.2437352300410081,-2.6853112272409154,5.355,68.88055718816057,798.2560818785319,-66638.99494346275,-12.53943183677384,-234.80570451368848,8719.477584946982,-15.314884766847005,-386.5565947798228,15077.715239400191,16.62438759838104,1047.8164107534128,-6782.829383747563,-7.543490089507088,-19.44415659484578,5900.6126651954855,29.458375364711394,549.3588854628841,-19967.338314424447
35,5.401,0.108,-2.5677283955340577,-0.43481387654934733,0.9595645694539624,2.3434186800677463,0.24797638012335435,-1.4713649193087797,5.401,-27.15735318010991,-637.8583199805053,-13248.212049668811,-2.327823911300323,97.53568555945603,3151.721333015818,3.3724507340330243,73.85472328649152,4942.8680735628795,22.866132028554386,92.30065503984027,-11194.484399240166,1.9348031070335647,90.15917064530072,589.2371486635473,6.714724100250482,-243.34057143584874,-7615.700233527418
32,5.476,0.016,-3.7876786360930543,0.40741220729303634,1.4231589253686963,-0.18020524526841453,0.6184050605666309,-3.373721444105039,5.476,102.30355898703255,566.1480081494701,-12957.789593299301,-10.231426295040853,-164.15346788762724,2061.15172379837,-31.734169283219934,-174.92286972591478,4972.249743052397,24.482907088410535,423.8879014605179,-8021.259481252853,-5.4746739462091725,-84.95503919224316,500.73118061829337,19.167709363341416,361.4611216499053,-4165.249723183448
26,5.499,0.116,-0.5983861340462558,0.02071705822117269,0.4258428841940965,0.7929205324735438,0.4190361001113186,-2.618761822862372,5.499,107.14311422992142,63.49313200227978,-46781.38926537038,-14.421495288001616,-77.59857702867416,5813.714163550701,-33.689602018871334,-2.094040256305547,11442.906140056844,37.07010277467461,151.6383781427749,-3322.47212302802,-7.331035904303958,-53.43787953222915,6110.299550223492,28.859686858584173,179.40324407719356,-10638.703407628764
36,5.592,0.108,-2.487635236160038,-0.4212352149688315,0.9297892524149393,2.270079944898945,0.24008749190433998,-1.425689652784088,5.592,57.79879776335582,-13660.747711634234,-2906.129859608889,17.687838158984494,1234.13821328846,-18803.398047803148,-2.7010271869359244,2539.424101544836,-7518.263680086864,-97.6019852257084,3044.4570059707685,76262.00235015633,-2.044733154762813,2297.261651091969,-4506.926830920391,-45.45347537761012,-1834.0165313256066,44155.63080983999
21,5.613,0.239,-0.9034522340023448,0.056618480934696055,0.8345640884261286,-0.3177022837405278,0.19657643365212132,-2.656583107753089,5.613,-291.3392931664683,-13035.777929250016,291861.63074123976,47.81973595443596,683.2187922352659,-43704.26791192952,61.08860159272487,2216.3011089680804,-60449.76169184054,-12.365034418499734,4860.087912708198,-222.49657333089272,56.82168712618219,2061.385862388631,-54674.46793072106,-88.87548994822521,-594.7037696517091,79505.3084397784
